,hard_text,profession,gender,id
956,"In Dr. Sample's practice, she is particularly interested in depression, cognitive-behavioral therapy (CBT), and anxiety. She is in-network for several insurance carriers, including Humana HMO, Humana Bronze, and Humana Catastrophic. She is affiliated with Children's Hospital of Wisconsin.",psychologist,F,956
957,"Her specialties include adult patient care, case management for the Medicare/Medicaid population, and patient education. She also has extensive experience caring for her parents, which has given her additional insight into patients’ and families’ needs.",nurse,F,957
958,"She graduated with honors in 2013. Having more than 3 years of diverse experiences, especially in NURSE PRACTITIONER, Dr. Amaka L Anyaoha affiliates with no hospital, and cooperates with other doctors and specialists in many medical groups including Southern California Permanente Medical Group, Healthcare Partners Affiliates Medical Group. Call Dr. Amaka L Anyaoha on phone number (310) 562-0166 for more information and advises or to book an appointment.",nurse,F,958
959,"He is also the founder (2011) and director of the Data-Intensive Distributed Systems Laboratory (DataSys) at IIT. He obtained his Ph.D. in CS from University of Chicago under the guidance of Dr. Ian Foster in 2009. His research work and interests are in the general area of distributed systems. His work focuses on a new paradigm Many-Task Computing (MTC), which aims to bridge the gap between two predominant distributed systems paradigms, HTC and HPC. His work has focused on defining and exploring both the theory and practical aspects of realizing MTC across a wide range of large-scale distributed systems. He is interested in resource management in large scale distributed systems with a focus on many-task computing, data intensive computing, cloud computing, grid computing, and many-core computing.",professor,M,959
960,"Research grant awarded from AICTE, India under Research Promotion Scheme. Published & presented several scientific papers in pharmacokientics and bioavailability. His area of research is Neuropharmaceutics, pharmacokinetics & PKPD Modeling.",professor,M,960
961,"Dr. Fulwiler conducts clinical research on mindfulness-based interventions, including the use of neuroimaging to investigate the neural changes associated with mindfulness training and its impact on emotion regulation. He is also a practicing psychiatrist specializing in the use of mindfulness-based psychotherapy, including mindfulness-based cognitive therapy, in the treatment of mood and anxiety disorders and addictions.",professor,M,961
962,"His research deals primarily with Maghrebi literature and cinema, and Mediterranean Studies. His most recent publications include an article on the topic of clandestine migration in francophone Moroccan ""illiterature,"" an interview with Algerian writer Boualem Sansal, and a book chapter on the film Il était une fois dans l'oued (Once Upon a Time in the Oued). His work has appeared in various journals, such as Sites: Contemporary French and Francophone Studies, Critical Interventions, and The Journal of North African Studies. He co-edited a special issue of Expressions Maghrébines on Plurilingualism in the Maghreb (Winter 2012). His forthcoming book is entitled Ex-Centric Migrations: Europe and the Maghreb in Mediterranean Cinema, Literature, and Music (Indiana University Press 2014). (Continue Reading)April 15th, 2013",professor,M,962
963,"He has a passion for sport which features quite a lot in his art work through painting, sculpture and diorama's (Helen James-Hill, 42, Warrnambool - ABC Open)",teacher,M,963
964,"According to estimates, his net worth currently stands at $3.5 million. Some people also call him Catfish Billy. Yelawolf has worked as a rapper, songwriter, actor, producer, music video director, and also a skateboarder too. His genre is hip hop.",rapper,M,964
965,"He is a former college, elementary, and middle school counselor and was recognized in 2004 as the American School Counselor Association’s Counselor Educator of the Year. Dr. Akos’s research focuses on the transition into and out of middle school and Strengths-Based School Counseling (Galassi & Akos, 2006). Currently, his research continues on how school personnel can promote successful transitions and how school counselors can intervene and advocate for optimal development of early adolescents. Visit http: //soe.unc.edu/fac_research/profile/akos.php for more information about Professor Akos.",professor,M,965
